路線ID,バス会社ID,バス停ID,バス停名称,路線名称
1,432.0,1,東大構内,上０１
1,432.0,2,東大病院前,上０１
1,432.0,3,竜岡門,上０１
1,432.0,4,湯島四丁目,上０１
1,432.0,5,湯島三丁目,上０１
1,432.0,6,上野広小路,上０１
1,432.0,7,上野公園山下,上０１
1,432.0,8,上野松坂屋前,上０１
1,432.0,6,上野広小路,上０１
1,432.0,5,湯島三丁目,上０１
1,432.0,3,竜岡門,上０１
1,432.0,2,東大病院前,上０１
1,432.0,1,東大構内,上０１
2,432.0,9,平井駅前,上２３
2,432.0,10,平井小学校前,上２３
2,432.0,11,平井六丁目交番前,上２３
2,432.0,12,平井七丁目,上２３
2,432.0,13,平井七丁目北公園前,上２３
2,432.0,14,平井七丁目第三アパート前,上２３
2,432.0,15,東墨田一丁目,上２３
2,432.0,16,東墨田三丁目,上２３
2,432.0,17,東墨田会館前,上２３
2,432.0,18,東墨田二丁目,上２３
2,432.0,19,社会福祉会館前,上２３
2,432.0,20,八広二丁目,上２３
2,432.0,21,中居堀,上２３
2,432.0,22,文花三丁目,上２３
2,432.0,23,十間橋通り,上２３
2,432.0,24,十間橋,上２３
2,432.0,25,押上,上２３
2,432.0,26,とうきょうスカイツリー駅入口,上２３
2,432.0,27,本所吾妻橋,上２３
2,432.0,28,墨田区役所前,上２３
2,432.0,29,浅草雷門,上２３
2,432.0,30,浅草一丁目,上２３
2,432.0,31,浅草寿町,上２３
2,432.0,32,菊屋橋,上２３
2,432.0,33,東上野六丁目,上２３
2,432.0,34,下谷神社前,上２３
2,432.0,35,上野駅前,上２３
2,432.0,36,上野公園山下,上２３
2,432.0,37,上野松坂屋前,上２３
2,432.0,9,平井駅前,上２３
2,432.0,10,平井小学校前,上２３
2,432.0,11,平井六丁目交番前,上２３
2,432.0,12,平井七丁目,上２３
2,432.0,13,平井七丁目北公園前,上２３
3,432.0,38,中平井,上２３
3,432.0,39,平井七丁目第三アパート前,上２３
3,432.0,40,東墨田一丁目,上２３
3,432.0,41,東墨田三丁目,上２３
3,432.0,42,東墨田会館前,上２３
3,432.0,43,東墨田二丁目,上２３
3,432.0,44,社会福祉会館前,上２３
3,432.0,45,八広二丁目,上２３
3,432.0,46,中居堀,上２３
3,432.0,47,文花三丁目,上２３
3,432.0,48,十間橋通り,上２３
3,432.0,49,十間橋,上２３
3,432.0,50,押上,上２３
3,432.0,51,とうきょうスカイツリー駅入口,上２３
3,432.0,52,本所吾妻橋,上２３
3,432.0,53,リバーピア吾妻橋前,上２３
3,432.0,54,浅草雷門,上２３
3,432.0,55,浅草一丁目,上２３
3,432.0,56,浅草寿町,上２３
3,432.0,57,菊屋橋,上２３
3,432.0,58,東上野六丁目,上２３
3,432.0,59,下谷神社前,上２３
3,432.0,60,上野駅前,上２３
3,432.0,61,上野公園山下,上２３
3,432.0,62,上野松坂屋前,上２３
2,432.0,9,平井駅前,上２３
2,432.0,10,平井小学校前,上２３
2,432.0,11,平井六丁目交番前,上２３
2,432.0,12,平井七丁目,上２３
2,432.0,13,平井七丁目北公園前,上２３
2,432.0,14,平井七丁目第三アパート前,上２３
4,432.0,63,平井西袋,上２３
4,432.0,64,平井操車所,上２３
2,432.0,9,平井駅前,上２３
2,432.0,10,平井小学校前,上２３
2,432.0,11,平井六丁目交番前,上２３
2,432.0,12,平井七丁目,上２３
2,432.0,13,平井七丁目北公園前,上２３
3,432.0,38,中平井,上２３
3,432.0,39,平井七丁目第三アパート前,上２３
5,432.0,65,平井西袋,上２３
5,432.0,66,平井操車所,上２３
2,432.0,9,平井駅前,上２３
2,432.0,10,平井小学校前,上２３
2,432.0,11,平井六丁目交番前,上２３
2,432.0,12,平井七丁目,上２３
2,432.0,13,平井七丁目北公園前,上２３
2,432.0,14,平井七丁目第三アパート前,上２３
2,432.0,15,東墨田一丁目,上２３
2,432.0,16,東墨田三丁目,上２３
2,432.0,17,東墨田会館前,上２３
6,432.0,67,八広六丁目,上２３
6,432.0,68,八広,上２３
6,432.0,69,四ッ木橋南詰,上２３
6,432.0,70,四ッ木橋,上２３
6,432.0,71,よつぎ小学校前,上２３
6,432.0,72,葛飾警察署前,上２３
6,432.0,73,梅田小学校前,上２３
6,432.0,74,青戸車庫前,上２３
2,432.0,9,平井駅前,上２３
2,432.0,10,平井小学校前,上２３
2,432.0,11,平井六丁目交番前,上２３
2,432.0,12,平井七丁目,上２３
2,432.0,13,平井七丁目北公園前,上２３
3,432.0,38,中平井,上２３
3,432.0,39,平井七丁目第三アパート前,上２３
3,432.0,40,東墨田一丁目,上２３
3,432.0,41,東墨田三丁目,上２３
3,432.0,42,東墨田会館前,上２３
7,432.0,75,八広六丁目,上２３
7,432.0,76,八広,上２３
7,432.0,77,四ッ木橋南詰,上２３
7,432.0,78,四ッ木橋,上２３
7,432.0,79,よつぎ小学校前,上２３
7,432.0,80,葛飾警察署前,上２３
7,432.0,81,梅田小学校前,上２３
7,432.0,82,青戸車庫前,上２３
8,432.0,83,亀戸駅前,上２６
8,432.0,84,亀戸四丁目,上２６
8,432.0,85,亀戸天神前,上２６
8,432.0,86,太平四丁目,上２６
8,432.0,87,太平三丁目,上２６
8,432.0,88,横川三丁目,上２６
8,432.0,89,業平四丁目,上２６
8,432.0,90,押上,上２６
8,432.0,91,とうきょうスカイツリー駅前,上２６
8,432.0,92,言問橋,上２６
8,432.0,93,隅田公園,上２６
8,432.0,94,浅草二丁目,上２６
8,432.0,95,奥浅草,上２６
8,432.0,96,西浅草三丁目,上２６
8,432.0,97,入谷二丁目,上２６
8,432.0,98,中入谷［台東区］,上２６
8,432.0,99,入谷鬼子母神,上２６
8,432.0,100,下谷二丁目,上２６
8,432.0,101,上野桜木,上２６
8,432.0,102,谷中,上２６
8,432.0,103,根津駅前,上２６
8,432.0,104,池之端二丁目,上２６
8,432.0,105,池之端一丁目,上２６
8,432.0,106,上野公園,上２６
8,432.0,83,亀戸駅前,上２６
8,432.0,84,亀戸四丁目,上２６
8,432.0,85,亀戸天神前,上２６
8,432.0,86,太平四丁目,上２６
8,432.0,87,太平三丁目,上２６
8,432.0,88,横川三丁目,上２６
8,432.0,89,業平四丁目,上２６
8,432.0,90,押上,上２６
8,432.0,91,とうきょうスカイツリー駅前,上２６
8,432.0,92,言問橋,上２６
8,432.0,93,隅田公園,上２６
8,432.0,94,浅草二丁目,上２６
8,432.0,95,奥浅草,上２６
8,432.0,96,西浅草三丁目,上２６
8,432.0,97,入谷二丁目,上２６
8,432.0,98,中入谷［台東区］,上２６
8,432.0,99,入谷鬼子母神,上２６
8,432.0,100,下谷二丁目,上２６
8,432.0,101,上野桜木,上２６
8,432.0,102,谷中,上２６
8,432.0,103,根津駅前,上２６
8,432.0,104,池之端二丁目,上２６
8,432.0,105,池之端一丁目,上２６
9,432.0,107,上野広小路,上２６
9,432.0,108,上野公園,上２６
10,432.0,109,南千住駅東口,上４６
10,432.0,110,ドナウ通り,上４６
10,432.0,111,南千住四丁目,上４６
10,432.0,112,南千住汐入,上４６
10,432.0,113,はなみずき通り中央,上４６
10,432.0,114,荒川区立第三中学校前,上４６
10,432.0,115,汐入公園前,上４６
10,432.0,116,南千住八丁目,上４６
10,432.0,117,都立産業技術高専荒川Ｃ前,上４６
10,432.0,118,南千住三丁目,上４６
10,432.0,119,南千住清掃車車庫前,上４６
10,432.0,120,隅田川貨物駅前,上４６
10,432.0,121,清川二丁目,上４６
10,432.0,122,吉原大門,上４６
10,432.0,123,浅草五丁目,上４６
10,432.0,124,浅草四丁目,上４６
10,432.0,125,奥浅草,上４６
10,432.0,126,浅草公園六区,上４６
10,432.0,127,浅草一丁目,上４６
2,432.0,31,浅草寿町,上２３
2,432.0,32,菊屋橋,上２３
2,432.0,33,東上野六丁目,上２３
2,432.0,34,下谷神社前,上２３
2,432.0,35,上野駅前,上２３
10,432.0,128,上野公園山下,上４６
10,432.0,129,上野松坂屋前,上４６
10,432.0,109,南千住駅東口,上４６
10,432.0,110,ドナウ通り,上４６
10,432.0,111,南千住四丁目,上４６
10,432.0,112,南千住汐入,上４６
10,432.0,113,はなみずき通り中央,上４６
10,432.0,114,荒川区立第三中学校前,上４６
10,432.0,115,汐入公園前,上４６
10,432.0,116,南千住八丁目,上４６
10,432.0,117,都立産業技術高専荒川Ｃ前,上４６
10,432.0,118,南千住三丁目,上４６
10,432.0,119,南千住清掃車車庫前,上４６
10,432.0,120,隅田川貨物駅前,上４６
11,432.0,130,南千住車庫前,上４６
10,432.0,109,南千住駅東口,上４６
10,432.0,110,ドナウ通り,上４６
10,432.0,111,南千住四丁目,上４６
10,432.0,112,南千住汐入,上４６
10,432.0,113,はなみずき通り中央,上４６
10,432.0,114,荒川区立第三中学校前,上４６
10,432.0,115,汐入公園前,上４６
10,432.0,116,南千住八丁目,上４６
10,432.0,117,都立産業技術高専荒川Ｃ前,上４６
10,432.0,118,南千住三丁目,上４６
10,432.0,119,南千住清掃車車庫前,上４６
10,432.0,120,隅田川貨物駅前,上４６
10,432.0,121,清川二丁目,上４６
10,432.0,122,吉原大門,上４６
10,432.0,123,浅草五丁目,上４６
10,432.0,124,浅草四丁目,上４６
10,432.0,125,奥浅草,上４６
10,432.0,126,浅草公園六区,上４６
10,432.0,127,浅草一丁目,上４６
2,432.0,31,浅草寿町,上２３
2,432.0,32,菊屋橋,上２３
2,432.0,33,東上野六丁目,上２３
2,432.0,34,下谷神社前,上２３
2,432.0,35,上野駅前,上２３
10,432.0,128,上野公園山下,上４６
10,432.0,129,上野松坂屋前,上４６
12,432.0,131,南千住車庫前,上４６
12,432.0,132,清川二丁目,上４６
12,432.0,133,吉原大門,上４６
12,432.0,134,浅草五丁目,上４６
12,432.0,135,浅草四丁目,上４６
12,432.0,136,奥浅草,上４６
12,432.0,137,浅草公園六区,上４６
12,432.0,138,浅草一丁目,上４６
12,432.0,139,浅草寿町,上４６
12,432.0,140,菊屋橋,上４６
12,432.0,141,東上野六丁目,上４６
12,432.0,142,下谷神社前,上４６
12,432.0,143,上野駅前,上４６
12,432.0,144,上野公園山下,上４６
12,432.0,145,上野松坂屋前,上４６
12,432.0,131,南千住車庫前,上４６
12,432.0,132,清川二丁目,上４６
12,432.0,133,吉原大門,上４６
12,432.0,134,浅草五丁目,上４６
12,432.0,135,浅草四丁目,上４６
12,432.0,136,奥浅草,上４６
12,432.0,137,浅草公園六区,上４６
12,432.0,138,浅草一丁目,上４６
12,432.0,139,浅草寿町,上４６
12,432.0,140,菊屋橋,上４６
12,432.0,141,東上野六丁目,上４６
12,432.0,142,下谷神社前,上４６
12,432.0,143,上野駅前,上４６
12,432.0,144,上野公園山下,上４６
12,432.0,145,上野松坂屋前,上４６
13,432.0,146,早稲田,上５８
13,432.0,147,関口一丁目,上５８
13,432.0,148,鶴巻町,上５８
13,432.0,149,江戸川橋,上５８
13,432.0,150,音羽一丁目,上５８
13,432.0,151,音羽二丁目,上５８
13,432.0,152,護国寺正門前,上５８
13,432.0,153,大塚三丁目,上５８
13,432.0,154,千石三丁目,上５８
13,432.0,155,千石二丁目［文京区］,上５８
13,432.0,156,千石一丁目［文京区］,上５８
13,432.0,157,文京グリーンコート前,上５８
13,432.0,158,上富士前,上５８
13,432.0,159,本駒込五丁目,上５８
13,432.0,160,本駒込四丁目,上５８
13,432.0,161,動坂下,上５８
13,432.0,162,道灌山下,上５８
13,432.0,163,千駄木三丁目,上５８
13,432.0,164,団子坂下,上５８
13,432.0,165,千駄木二丁目,上５８
13,432.0,166,根津神社入口,上５８
13,432.0,167,根津駅前,上５８
8,432.0,104,池之端二丁目,上２６
8,432.0,105,池之端一丁目,上２６
13,432.0,168,上野松坂屋前,上５８
13,432.0,146,早稲田,上５８
13,432.0,147,関口一丁目,上５８
13,432.0,148,鶴巻町,上５８
13,432.0,149,江戸川橋,上５８
13,432.0,150,音羽一丁目,上５８
13,432.0,151,音羽二丁目,上５８
13,432.0,152,護国寺正門前,上５８
13,432.0,153,大塚三丁目,上５８
13,432.0,154,千石三丁目,上５８
13,432.0,155,千石二丁目［文京区］,上５８
13,432.0,156,千石一丁目［文京区］,上５８
13,432.0,157,文京グリーンコート前,上５８
13,432.0,158,上富士前,上５８
14,432.0,169,本駒込四丁目,上５８
14,432.0,170,動坂下,上５８
14,432.0,171,道灌山下,上５８
14,432.0,172,千駄木三丁目,上５８
14,432.0,173,団子坂下,上５８
14,432.0,174,千駄木二丁目,上５８
14,432.0,175,根津神社入口,上５８
14,432.0,176,根津駅前,上５８
14,432.0,177,池之端二丁目,上５８
14,432.0,178,池之端一丁目,上５８
14,432.0,179,上野公園,上５８
13,432.0,168,上野松坂屋前,上５８
15,432.0,180,池袋駅東口,上６０
15,432.0,181,Ｈａｒｅｚａ池袋,上６０
15,432.0,182,六ッ又陸橋,上６０
15,432.0,183,東池袋二丁目,上６０
15,432.0,184,東池袋三丁目,上６０
15,432.0,185,向原,上６０
15,432.0,186,新大塚,上６０
15,432.0,187,大塚駅前,上６０
15,432.0,188,巣鴨小学校前,上６０
15,432.0,189,南大塚一丁目,上６０
15,432.0,190,千石三丁目,上６０
15,432.0,191,湯立坂下,上６０
15,432.0,192,白山三丁目,上６０
15,432.0,193,白山二丁目,上６０
15,432.0,194,小石川三丁目,上６０
15,432.0,195,小石川二丁目,上６０
15,432.0,196,春日駅前,上６０
15,432.0,197,菊坂下,上６０
15,432.0,198,本郷六丁目,上６０
15,432.0,199,東大農学部前,上６０
15,432.0,200,弥生二丁目,上６０
15,432.0,201,根津駅前,上６０
8,432.0,104,池之端二丁目,上２６
8,432.0,105,池之端一丁目,上２６
15,432.0,202,上野公園,上６０
15,432.0,180,池袋駅東口,上６０
15,432.0,181,Ｈａｒｅｚａ池袋,上６０
16,432.0,203,東池袋二丁目,上６０
16,432.0,204,東池袋三丁目,上６０
16,432.0,205,向原,上６０
16,432.0,206,新大塚,上６０
16,432.0,207,大塚駅前,上６０
16,432.0,208,巣鴨小学校前,上６０
16,432.0,209,南大塚一丁目,上６０
16,432.0,210,千石三丁目,上６０
16,432.0,211,湯立坂下,上６０
16,432.0,212,白山三丁目,上６０
16,432.0,213,白山二丁目,上６０
16,432.0,214,小石川三丁目,上６０
16,432.0,215,小石川二丁目,上６０
16,432.0,216,春日駅前,上６０
16,432.0,217,菊坂下,上６０
16,432.0,218,本郷六丁目,上６０
16,432.0,219,東大農学部前,上６０
16,432.0,220,弥生二丁目,上６０
16,432.0,221,根津駅前,上６０
16,432.0,222,池之端二丁目,上６０
14,432.0,178,池之端一丁目,上５８
16,432.0,223,上野広小路,上６０
15,432.0,202,上野公園,上６０
17,432.0,224,小滝橋車庫前,上６９
17,432.0,225,小滝橋,上６９
17,432.0,226,高田馬場四丁目,上６９
17,432.0,227,高田馬場三丁目,上６９
17,432.0,228,高田馬場駅前,上６９
17,432.0,229,新宿区社会福祉協議会前,上６９
17,432.0,230,高田馬場二丁目,上６９
17,432.0,231,西早稲田,上６９
17,432.0,232,甘泉園公園前,上６９
17,432.0,233,グランド坂下,上６９
13,432.0,146,早稲田,上５８
13,432.0,147,関口一丁目,上５８
13,432.0,148,鶴巻町,上５８
13,432.0,149,江戸川橋,上５８
17,432.0,234,石切橋,上６９
17,432.0,235,東五軒町,上６９
17,432.0,236,大曲,上６９
17,432.0,237,伝通院前,上６９
17,432.0,238,富坂上,上６９
17,432.0,239,春日駅前,上６９
17,432.0,240,真砂坂上,上６９
17,432.0,241,本郷三丁目駅前,上６９
17,432.0,242,湯島四丁目,上６９
1,432.0,5,湯島三丁目,上０１
17,432.0,243,上野広小路,上６９
17,432.0,244,上野公園,上６９
1,432.0,5,湯島三丁目,上０１
17,432.0,242,湯島四丁目,上６９
17,432.0,241,本郷三丁目駅前,上６９
17,432.0,240,真砂坂上,上６９
17,432.0,239,春日駅前,上６９
17,432.0,238,富坂上,上６９
17,432.0,237,伝通院前,上６９
17,432.0,236,大曲,上６９
17,432.0,235,東五軒町,上６９
17,432.0,234,石切橋,上６９
13,432.0,149,江戸川橋,上５８
13,432.0,148,鶴巻町,上５８
13,432.0,147,関口一丁目,上５８
13,432.0,146,早稲田,上５８
17,432.0,232,甘泉園公園前,上６９
17,432.0,231,西早稲田,上６９
17,432.0,230,高田馬場二丁目,上６９
17,432.0,229,新宿区社会福祉協議会前,上６９
17,432.0,228,高田馬場駅前,上６９
17,432.0,227,高田馬場三丁目,上６９
17,432.0,226,高田馬場四丁目,上６９
17,432.0,225,小滝橋,上６９
17,432.0,224,小滝橋車庫前,上６９
18,432.0,245,第六葛西小学校前,両２８
18,432.0,246,稲荷神社,両２８
18,432.0,247,宇喜田,両２８
18,432.0,248,葛西橋東詰,両２８
18,432.0,249,東砂六丁目,両２８
18,432.0,250,旧葛西橋,両２８
18,432.0,251,東砂四丁目,両２８
18,432.0,252,亀高橋,両２８
18,432.0,253,北砂四丁目,両２８
18,432.0,254,境川,両２８
18,432.0,255,北砂二丁目,両２８
18,432.0,256,北砂三丁目,両２８
18,432.0,257,大島一丁目,両２８
18,432.0,258,西大島駅前,両２８
18,432.0,259,五ノ橋,両２８
18,432.0,260,亀戸駅通り,両２８
18,432.0,261,亀戸一丁目,両２８
18,432.0,262,江東車庫前,両２８
18,432.0,263,錦糸町駅前,両２８
18,432.0,264,江東橋,両２８
18,432.0,265,緑三丁目,両２８
18,432.0,266,緑二丁目,両２８
18,432.0,267,緑一丁目,両２８
18,432.0,268,都営両国駅前,両２８
18,432.0,269,旧安田庭園前,両２８
18,432.0,270,両国駅前,両２８
18,432.0,245,第六葛西小学校前,両２８
18,432.0,246,稲荷神社,両２８
18,432.0,247,宇喜田,両２８
18,432.0,248,葛西橋東詰,両２８
18,432.0,249,東砂六丁目,両２８
18,432.0,250,旧葛西橋,両２８
18,432.0,251,東砂四丁目,両２８
18,432.0,252,亀高橋,両２８
18,432.0,253,北砂四丁目,両２８
18,432.0,254,境川,両２８
18,432.0,255,北砂二丁目,両２８
18,432.0,256,北砂三丁目,両２８
18,432.0,257,大島一丁目,両２８
18,432.0,258,西大島駅前,両２８
18,432.0,259,五ノ橋,両２８
18,432.0,260,亀戸駅通り,両２８
18,432.0,261,亀戸一丁目,両２８
18,432.0,262,江東車庫前,両２８
18,432.0,263,錦糸町駅前,両２８
19,432.0,271,葛西橋,両２８
19,432.0,272,東砂六丁目北,両２８
19,432.0,273,旧葛西橋,両２８
19,432.0,274,東砂四丁目,両２８
19,432.0,275,亀高橋,両２８
19,432.0,276,北砂四丁目,両２８
19,432.0,277,境川,両２８
19,432.0,278,北砂二丁目,両２８
19,432.0,279,北砂三丁目,両２８
19,432.0,280,大島一丁目,両２８
19,432.0,281,西大島駅前,両２８
19,432.0,282,五ノ橋,両２８
19,432.0,283,亀戸駅通り,両２８
19,432.0,284,亀戸一丁目,両２８
19,432.0,285,江東車庫前,両２８
19,432.0,286,錦糸町駅前,両２８
19,432.0,287,江東橋,両２８
19,432.0,288,緑三丁目,両２８
19,432.0,289,緑二丁目,両２８
19,432.0,290,緑一丁目,両２８
19,432.0,291,都営両国駅前,両２８
19,432.0,292,旧安田庭園前,両２８
19,432.0,293,両国駅前,両２８
19,432.0,271,葛西橋,両２８
19,432.0,272,東砂六丁目北,両２８
19,432.0,273,旧葛西橋,両２８
19,432.0,274,東砂四丁目,両２８
19,432.0,275,亀高橋,両２８
19,432.0,276,北砂四丁目,両２８
19,432.0,277,境川,両２８
19,432.0,278,北砂二丁目,両２８
19,432.0,279,北砂三丁目,両２８
19,432.0,280,大島一丁目,両２８
19,432.0,281,西大島駅前,両２８
19,432.0,282,五ノ橋,両２８
19,432.0,283,亀戸駅通り,両２８
20,432.0,294,亀戸駅前,両２８
21,432.0,295,臨海車庫,両２８
21,432.0,296,臨海車庫前,両２８
21,432.0,297,臨海町三丁目,両２８
21,432.0,298,中央卸売市場葛西市場前,両２８
21,432.0,299,中左近橋,両２８
21,432.0,300,中葛西七丁目,両２８
21,432.0,301,新田住宅,両２８
21,432.0,302,第七葛西小学校前,両２８
21,432.0,303,西葛西駅前,両２８
21,432.0,304,スポーツセンター前,両２８
21,432.0,305,宇喜田,両２８
21,432.0,306,葛西橋東詰,両２８
21,432.0,307,東砂六丁目,両２８
21,432.0,308,旧葛西橋,両２８
21,432.0,309,東砂四丁目,両２８
21,432.0,310,亀高橋,両２８
21,432.0,311,北砂四丁目,両２８
21,432.0,312,境川,両２８
21,432.0,313,北砂二丁目,両２８
21,432.0,314,北砂三丁目,両２８
21,432.0,315,大島一丁目,両２８
21,432.0,316,西大島駅前,両２８
21,432.0,317,五ノ橋,両２８
21,432.0,318,亀戸駅通り,両２８
21,432.0,319,亀戸一丁目,両２８
21,432.0,320,江東車庫前,両２８
21,432.0,321,錦糸町駅前,両２８
21,432.0,322,江東橋,両２８
21,432.0,323,緑三丁目,両２８
21,432.0,324,緑二丁目,両２８
21,432.0,325,緑一丁目,両２８
21,432.0,326,都営両国駅前,両２８
21,432.0,327,旧安田庭園前,両２８
21,432.0,328,両国駅前,両２８
21,432.0,295,臨海車庫,両２８
21,432.0,296,臨海車庫前,両２８
21,432.0,297,臨海町三丁目,両２８
21,432.0,298,中央卸売市場葛西市場前,両２８
21,432.0,299,中左近橋,両２８
21,432.0,300,中葛西七丁目,両２８
21,432.0,301,新田住宅,両２８
21,432.0,302,第七葛西小学校前,両２８
21,432.0,303,西葛西駅前,両２８
21,432.0,304,スポーツセンター前,両２８
21,432.0,305,宇喜田,両２８
21,432.0,306,葛西橋東詰,両２８
21,432.0,307,東砂六丁目,両２８
21,432.0,308,旧葛西橋,両２８
21,432.0,309,東砂四丁目,両２８
21,432.0,310,亀高橋,両２８
21,432.0,311,北砂四丁目,両２８
21,432.0,312,境川,両２８
21,432.0,313,北砂二丁目,両２８
21,432.0,314,北砂三丁目,両２８
21,432.0,315,大島一丁目,両２８
21,432.0,316,西大島駅前,両２８
21,432.0,317,五ノ橋,両２８
21,432.0,318,亀戸駅通り,両２８
22,432.0,329,亀戸駅前,両２８
21,432.0,295,臨海車庫,両２８
21,432.0,296,臨海車庫前,両２８
21,432.0,297,臨海町三丁目,両２８
21,432.0,298,中央卸売市場葛西市場前,両２８
21,432.0,299,中左近橋,両２８
21,432.0,300,中葛西七丁目,両２８
21,432.0,301,新田住宅,両２８
21,432.0,302,第七葛西小学校前,両２８
21,432.0,303,西葛西駅前,両２８
21,432.0,304,スポーツセンター前,両２８
21,432.0,305,宇喜田,両２８
21,432.0,306,葛西橋東詰,両２８
21,432.0,307,東砂六丁目,両２８
21,432.0,308,旧葛西橋,両２８
21,432.0,309,東砂四丁目,両２８
21,432.0,310,亀高橋,両２８
21,432.0,311,北砂四丁目,両２８
21,432.0,312,境川,両２８
21,432.0,313,北砂二丁目,両２８
21,432.0,314,北砂三丁目,両２８
21,432.0,315,大島一丁目,両２８
21,432.0,316,西大島駅前,両２８
21,432.0,317,五ノ橋,両２８
21,432.0,318,亀戸駅通り,両２８
21,432.0,319,亀戸一丁目,両２８
21,432.0,320,江東車庫前,両２８
21,432.0,321,錦糸町駅前,両２８
21,432.0,322,江東橋,両２８
21,432.0,323,緑三丁目,両２８
21,432.0,324,緑二丁目,両２８
21,432.0,325,緑一丁目,両２８
23,432.0,330,両国四丁目,両２８
23,432.0,331,両国駅入口,両２８
21,432.0,328,両国駅前,両２８
21,432.0,295,臨海車庫,両２８
21,432.0,296,臨海車庫前,両２８
21,432.0,297,臨海町三丁目,両２８
21,432.0,298,中央卸売市場葛西市場前,両２８
21,432.0,299,中左近橋,両２８
21,432.0,300,中葛西七丁目,両２８
21,432.0,301,新田住宅,両２８
21,432.0,302,第七葛西小学校前,両２８
21,432.0,303,西葛西駅前,両２８
21,432.0,304,スポーツセンター前,両２８
21,432.0,305,宇喜田,両２８
21,432.0,306,葛西橋東詰,両２８
21,432.0,307,東砂六丁目,両２８
21,432.0,308,旧葛西橋,両２８
21,432.0,309,東砂四丁目,両２８
21,432.0,310,亀高橋,両２８
21,432.0,311,北砂四丁目,両２８
21,432.0,312,境川,両２８
21,432.0,313,北砂二丁目,両２８
21,432.0,314,北砂三丁目,両２８
21,432.0,315,大島一丁目,両２８
21,432.0,316,西大島駅前,両２８
21,432.0,317,五ノ橋,両２８
21,432.0,318,亀戸駅通り,両２８
22,432.0,329,亀戸駅前,両２８
19,432.0,271,葛西橋,両２８
19,432.0,272,東砂六丁目北,両２８
19,432.0,273,旧葛西橋,両２８
19,432.0,274,東砂四丁目,両２８
19,432.0,275,亀高橋,両２８
19,432.0,276,北砂四丁目,両２８
19,432.0,277,境川,両２８
19,432.0,278,北砂二丁目,両２８
19,432.0,279,北砂三丁目,両２８
19,432.0,280,大島一丁目,両２８
19,432.0,281,西大島駅前,両２８
19,432.0,282,五ノ橋,両２８
19,432.0,283,亀戸駅通り,両２８
19,432.0,284,亀戸一丁目,両２８
19,432.0,285,江東車庫前,両２８
19,432.0,286,錦糸町駅前,両２８
19,432.0,287,江東橋,両２８
19,432.0,288,緑三丁目,両２８
19,432.0,289,緑二丁目,両２８
19,432.0,290,緑一丁目,両２８
24,432.0,332,両国四丁目,両２８
24,432.0,333,両国駅入口,両２８
19,432.0,293,両国駅前,両２８
19,432.0,271,葛西橋,両２８
19,432.0,272,東砂六丁目北,両２８
19,432.0,273,旧葛西橋,両２８
19,432.0,274,東砂四丁目,両２８
19,432.0,275,亀高橋,両２８
19,432.0,276,北砂四丁目,両２８
19,432.0,277,境川,両２８
19,432.0,278,北砂二丁目,両２８
19,432.0,279,北砂三丁目,両２８
19,432.0,280,大島一丁目,両２８
19,432.0,281,西大島駅前,両２８
19,432.0,282,五ノ橋,両２８
19,432.0,283,亀戸駅通り,両２８
20,432.0,294,亀戸駅前,両２８
25,432.0,334,臨海車庫,両２８出入
25,432.0,335,臨海車庫前,両２８出入
25,432.0,336,臨海町三丁目,両２８出入
25,432.0,337,中央卸売市場葛西市場前,両２８出入
25,432.0,338,中左近橋,両２８出入
25,432.0,339,中葛西七丁目,両２８出入
25,432.0,340,新田住宅,両２８出入
25,432.0,341,第七葛西小学校前,両２８出入
25,432.0,342,清新町健康サポートセンター前,両２８出入
25,432.0,343,清砂大橋西,両２８出入
25,432.0,344,江東高齢者医療センター入口,両２８出入
25,432.0,345,新砂三丁目アパート,両２８出入
25,432.0,346,南砂町駅入口,両２８出入
25,432.0,347,日曹橋,両２８出入
25,432.0,348,南砂三丁目,両２８出入
25,432.0,349,境川,両２８出入
18,432.0,255,北砂二丁目,両２８
18,432.0,256,北砂三丁目,両２８
18,432.0,257,大島一丁目,両２８
18,432.0,258,西大島駅前,両２８
18,432.0,259,五ノ橋,両２８
18,432.0,260,亀戸駅通り,両２８
18,432.0,261,亀戸一丁目,両２８
18,432.0,262,江東車庫前,両２８
18,432.0,263,錦糸町駅前,両２８
18,432.0,264,江東橋,両２８
18,432.0,265,緑三丁目,両２８
18,432.0,266,緑二丁目,両２８
18,432.0,267,緑一丁目,両２８
18,432.0,268,都営両国駅前,両２８
18,432.0,269,旧安田庭園前,両２８
18,432.0,270,両国駅前,両２８
25,432.0,334,臨海車庫,両２８出入
25,432.0,335,臨海車庫前,両２８出入
25,432.0,336,臨海町三丁目,両２８出入
25,432.0,337,中央卸売市場葛西市場前,両２８出入
25,432.0,338,中左近橋,両２８出入
25,432.0,339,中葛西七丁目,両２８出入
25,432.0,340,新田住宅,両２８出入
25,432.0,341,第七葛西小学校前,両２８出入
26,432.0,350,西葛西駅南,両２８出入
26,432.0,351,江東高齢者医療センター入口,両２８出入
26,432.0,352,南砂町駅入口,両２８出入
26,432.0,353,日曹橋,両２８出入
26,432.0,354,南砂三丁目,両２８出入
26,432.0,355,境川,両２８出入
26,432.0,356,北砂二丁目,両２８出入
26,432.0,357,北砂三丁目,両２８出入
26,432.0,358,大島一丁目,両２８出入
